"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type.x","id.x","uri.x","track_href","analysis_url","duration_ms.x","time_signature","disc_number","duration_ms.y","explicit","href","is_local","is_playable","name.x","popularity","preview_url","track_number","type.y","uri.y","album.album_type","album.href","album.id","album.name","album.release_date","album.release_date_precision","album.total_tracks","album.type","album.uri","album.external_urls.spotify","external_ids.isrc","external_urls.spotify","artist_id","name.y","id.y","artist"
"160",0.673,0.663,0,-7.29,1,0.0269,0.217,0.017,0.177,0.671,120.634,"audio_features","23l1kVpqMVREiwU1YAlcr4","spotify:track:23l1kVpqMVREiwU1YAlcr4","https://api.spotify.com/v1/tracks/23l1kVpqMVREiwU1YAlcr4","https://api.spotify.com/v1/audio-analysis/23l1kVpqMVREiwU1YAlcr4",285333,3,1,285333,FALSE,"https://api.spotify.com/v1/tracks/23l1kVpqMVREiwU1YAlcr4",FALSE,TRUE,"I Guess That's Why They Call It The Blues",70,NA,5,"track","spotify:track:23l1kVpqMVREiwU1YAlcr4","album","https://api.spotify.com/v1/albums/0OmYuz9hwn1XoqmDaU0yJ7","0OmYuz9hwn1XoqmDaU0yJ7","Too Low For Zero","1983-05-30","day",13,"album","spotify:album:0OmYuz9hwn1XoqmDaU0yJ7","https://open.spotify.com/album/0OmYuz9hwn1XoqmDaU0yJ7","GBALX8300088","https://open.spotify.com/track/23l1kVpqMVREiwU1YAlcr4","3PhoLpVuITZKcymswpck5b","Elton John","3PhoLpVuITZKcymswpck5b","elton john"
"161",0.307,0.433,1,-10.057,1,0.029,0.388,0.0000908,0.332,0.224,160.9,"audio_features","5MxNLUsfh7uzROypsoO5qe","spotify:track:5MxNLUsfh7uzROypsoO5qe","https://api.spotify.com/v1/tracks/5MxNLUsfh7uzROypsoO5qe","https://api.spotify.com/v1/audio-analysis/5MxNLUsfh7uzROypsoO5qe",266960,4,1,266960,FALSE,"https://api.spotify.com/v1/tracks/5MxNLUsfh7uzROypsoO5qe",FALSE,TRUE,"Dream On",78,"https://p.scdn.co/mp3-preview/4c7fea33f70ea10631656c9bccace988ee2aaa42?cid=8e8ac879e14447f9b47d9c124b7a9340",3,"track","spotify:track:5MxNLUsfh7uzROypsoO5qe","album","https://api.spotify.com/v1/albums/19lEZSnCCbVEkKchoPQWDZ","19lEZSnCCbVEkKchoPQWDZ","Aerosmith","1973-01-05","day",8,"album","spotify:album:19lEZSnCCbVEkKchoPQWDZ","https://open.spotify.com/album/19lEZSnCCbVEkKchoPQWDZ","USSM10011897","https://open.spotify.com/track/5MxNLUsfh7uzROypsoO5qe","7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","7Ey4PD4MYsKc5I2dolUwbH","aerosmith"
"162",0.653,0.73,5,-10.613,1,0.043,0.0114,0.0000103,0.0754,0.894,108.705,"audio_features","5SZ6zX4rOrEQferfFC2MfP","spotify:track:5SZ6zX4rOrEQferfFC2MfP","https://api.spotify.com/v1/tracks/5SZ6zX4rOrEQferfFC2MfP","https://api.spotify.com/v1/audio-analysis/5SZ6zX4rOrEQferfFC2MfP",220400,4,1,220400,FALSE,"https://api.spotify.com/v1/tracks/5SZ6zX4rOrEQferfFC2MfP",FALSE,TRUE,"Walk This Way",76,"https://p.scdn.co/mp3-preview/f744fafea7f807dd79503249f4238a21393daf8f?cid=8e8ac879e14447f9b47d9c124b7a9340",4,"track","spotify:track:5SZ6zX4rOrEQferfFC2MfP","album","https://api.spotify.com/v1/albums/36IxIOGEBAXVozDSiVs09B","36IxIOGEBAXVozDSiVs09B","Toys In The Attic","1975-04-08","day",9,"album","spotify:album:36IxIOGEBAXVozDSiVs09B","https://open.spotify.com/album/36IxIOGEBAXVozDSiVs09B","USSM19906481","https://open.spotify.com/track/5SZ6zX4rOrEQferfFC2MfP","7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","7Ey4PD4MYsKc5I2dolUwbH","aerosmith"
"163",0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,"audio_features","24NwBd5vZ2CK8VOQVnqdxr","spotify:track:24NwBd5vZ2CK8VOQVnqdxr","https://api.spotify.com/v1/tracks/24NwBd5vZ2CK8VOQVnqdxr","https://api.spotify.com/v1/audio-analysis/24NwBd5vZ2CK8VOQVnqdxr",274133,4,1,274133,FALSE,"https://api.spotify.com/v1/tracks/24NwBd5vZ2CK8VOQVnqdxr",FALSE,TRUE,"Sweet Emotion",75,"https://p.scdn.co/mp3-preview/8d7338ca736693a3f145ef410d2050678a734dc2?cid=8e8ac879e14447f9b47d9c124b7a9340",6,"track","spotify:track:24NwBd5vZ2CK8VOQVnqdxr","album","https://api.spotify.com/v1/albums/36IxIOGEBAXVozDSiVs09B","36IxIOGEBAXVozDSiVs09B","Toys In The Attic","1975-04-08","day",9,"album","spotify:album:36IxIOGEBAXVozDSiVs09B","https://open.spotify.com/album/36IxIOGEBAXVozDSiVs09B","USSM19906482","https://open.spotify.com/track/24NwBd5vZ2CK8VOQVnqdxr","7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","7Ey4PD4MYsKc5I2dolUwbH","aerosmith"
"164",0.39,0.649,2,-5.163,1,0.0345,0.172,0,0.216,0.144,121.16,"audio_features","6lEuFGrUqR9Yc6hSsHPnYP","spotify:track:6lEuFGrUqR9Yc6hSsHPnYP","https://api.spotify.com/v1/tracks/6lEuFGrUqR9Yc6hSsHPnYP","https://api.spotify.com/v1/audio-analysis/6lEuFGrUqR9Yc6hSsHPnYP",299760,4,1,299760,FALSE,"https://api.spotify.com/v1/tracks/6lEuFGrUqR9Yc6hSsHPnYP",FALSE,TRUE,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",74,"https://p.scdn.co/mp3-preview/487d4a9ae6d16bf4e4faf5ef43a2df2a54a4d27f?cid=8e8ac879e14447f9b47d9c124b7a9340",1,"track","spotify:track:6lEuFGrUqR9Yc6hSsHPnYP","single","https://api.spotify.com/v1/albums/4GYrE0hDKjM0v6EQIjkBV3","4GYrE0hDKjM0v6EQIjkBV3","I Don't Want To Miss A Thing EP","1998-08-18","day",3,"album","spotify:album:4GYrE0hDKjM0v6EQIjkBV3","https://open.spotify.com/album/4GYrE0hDKjM0v6EQIjkBV3","USSM19801545","https://open.spotify.com/track/6lEuFGrUqR9Yc6hSsHPnYP","7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","7Ey4PD4MYsKc5I2dolUwbH","aerosmith"
"165",0.37,0.866,6,-3.879,0,0.0384,0.0868,0,0.137,0.427,162.086,"audio_features","74irxdVWstNlEQjsvArITq","spotify:track:74irxdVWstNlEQjsvArITq","https://api.spotify.com/v1/tracks/74irxdVWstNlEQjsvArITq","https://api.spotify.com/v1/audio-analysis/74irxdVWstNlEQjsvArITq",316693,3,1,316693,FALSE,"https://api.spotify.com/v1/tracks/74irxdVWstNlEQjsvArITq",FALSE,TRUE,"Crazy",74,NA,11,"track","spotify:track:74irxdVWstNlEQjsvArITq","album","https://api.spotify.com/v1/albums/1tuM8yBePaekEruGsH2J79","1tuM8yBePaekEruGsH2J79","Get A Grip","1993-01-01","day",14,"album","spotify:album:1tuM8yBePaekEruGsH2J79","https://open.spotify.com/album/1tuM8yBePaekEruGsH2J79","USIR10000428","https://open.spotify.com/track/74irxdVWstNlEQjsvArITq","7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","7Ey4PD4MYsKc5I2dolUwbH","aerosmith"
"166",0.445,0.856,9,-3.674,1,0.0327,0.000202,0.0101,0.367,0.486,105.872,"audio_features","0NJC0FDCODpPUntRTTQq97","spotify:track:0NJC0FDCODpPUntRTTQq97","https://api.spotify.com/v1/tracks/0NJC0FDCODpPUntRTTQq97","https://api.spotify.com/v1/audio-analysis/0NJC0FDCODpPUntRTTQq97",308333,3,1,308333,FALSE,"https://api.spotify.com/v1/tracks/0NJC0FDCODpPUntRTTQq97",FALSE,TRUE,"Cryin'",72,NA,9,"track","spotify:track:0NJC0FDCODpPUntRTTQq97","album","https://api.spotify.com/v1/albums/1tuM8yBePaekEruGsH2J79","1tuM8yBePaekEruGsH2J79","Get A Grip","1993-01-01","day",14,"album","spotify:album:1tuM8yBePaekEruGsH2J79","https://open.spotify.com/album/1tuM8yBePaekEruGsH2J79","USIR10000430","https://open.spotify.com/track/0NJC0FDCODpPUntRTTQq97","7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","7Ey4PD4MYsKc5I2dolUwbH","aerosmith"
"167",0.54,0.982,4,-2.962,0,0.0458,0.435,0.0000337,0.0457,0.91,126.294,"audio_features","6gQUbFwwdYXlKdmqRoWKJe","spotify:track:6gQUbFwwdYXlKdmqRoWKJe","https://api.spotify.com/v1/tracks/6gQUbFwwdYXlKdmqRoWKJe","https://api.spotify.com/v1/audio-analysis/6gQUbFwwdYXlKdmqRoWKJe",265773,4,1,265773,FALSE,"https://api.spotify.com/v1/tracks/6gQUbFwwdYXlKdmqRoWKJe",FALSE,TRUE,"Dude (Looks Like A Lady)",72,NA,5,"track","spotify:track:6gQUbFwwdYXlKdmqRoWKJe","album","https://api.spotify.com/v1/albums/3XYqOJI1YlX40kJTdzFEzp","3XYqOJI1YlX40kJTdzFEzp","Permanent Vacation","1987-01-01","day",12,"album","spotify:album:3XYqOJI1YlX40kJTdzFEzp","https://open.spotify.com/album/3XYqOJI1YlX40kJTdzFEzp","USIR10000454","https://open.spotify.com/track/6gQUbFwwdYXlKdmqRoWKJe","7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","7Ey4PD4MYsKc5I2dolUwbH","aerosmith"
"168",0.308,0.747,0,-5.434,1,0.037,0.0645,0.0000827,0.431,0.278,139.454,"audio_features","6beFuzSjwhOKFZp2aqYDdY","spotify:track:6beFuzSjwhOKFZp2aqYDdY","https://api.spotify.com/v1/tracks/6beFuzSjwhOKFZp2aqYDdY","https://api.spotify.com/v1/audio-analysis/6beFuzSjwhOKFZp2aqYDdY",356160,4,1,356160,FALSE,"https://api.spotify.com/v1/tracks/6beFuzSjwhOKFZp2aqYDdY",FALSE,TRUE,"Amazing",67,NA,13,"track","spotify:track:6beFuzSjwhOKFZp2aqYDdY","album","https://api.spotify.com/v1/albums/1tuM8yBePaekEruGsH2J79","1tuM8yBePaekEruGsH2J79","Get A Grip","1993-01-01","day",14,"album","spotify:album:1tuM8yBePaekEruGsH2J79","https://open.spotify.com/album/1tuM8yBePaekEruGsH2J79","USIR10000426","https://open.spotify.com/track/6beFuzSjwhOKFZp2aqYDdY","7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","7Ey4PD4MYsKc5I2dolUwbH","aerosmith"
"169",0.432,0.751,0,-5.124,1,0.0423,0.0134,0.00000458,0.126,0.776,171.85,"audio_features","74uGhWp4BYpjFj1V2DzgoO","spotify:track:74uGhWp4BYpjFj1V2DzgoO","https://api.spotify.com/v1/tracks/74uGhWp4BYpjFj1V2DzgoO","https://api.spotify.com/v1/audio-analysis/74uGhWp4BYpjFj1V2DzgoO",235360,4,1,235360,FALSE,"https://api.spotify.com/v1/tracks/74uGhWp4BYpjFj1V2DzgoO",FALSE,TRUE,"Pink",63,"https://p.scdn.co/mp3-preview/02278aa564c349c55ef1447f183ef9af03e3ffb3?cid=8e8ac879e14447f9b47d9c124b7a9340",11,"track","spotify:track:74uGhWp4BYpjFj1V2DzgoO","album","https://api.spotify.com/v1/albums/0xUqFH2GDi0oZ7fwIBAkLQ","0xUqFH2GDi0oZ7fwIBAkLQ","Nine Lives","1997-03-18","day",13,"album","spotify:album:0xUqFH2GDi0oZ7fwIBAkLQ","https://open.spotify.com/album/0xUqFH2GDi0oZ7fwIBAkLQ","USSM19604431","https://open.spotify.com/track/74uGhWp4BYpjFj1V2DzgoO","7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","7Ey4PD4MYsKc5I2dolUwbH","aerosmith"
